Ain't Them Bodies Saints,2013,https://www.youtube.com/embed/ga0c0v-stK0,Romance,Drama
All the Real Girls,2003,https://www.youtube.com/embed/GgrRjQwzX9w,Romance,Comedy
Army of Darkness,1992,https://www.youtube.com/embed/CZ-wU5RXw2o,Horror,Comedy
The Babadook,2014,https://www.youtube.com/embed/k5WQZzDRVtw,Horror
Badlands,1973,https://www.youtube.com/embed/qKykxE7CBbc,Romance,Drama
Basquiat,1996,https://www.youtube.com/embed/GsWZyvtX5tU,Drama
Becks,2018,https://www.youtube.com/embed/Wt52XeNSZDM,Drama,Romance
Bitch,2017,https://www.youtube.com/embed/WtF4TUxIOZk,Comedy,Mental Illness
Blue Car,2002,https://www.youtube.com/embed/vLFGdxyyhFA,Drama
Christine,2016,https://www.youtube.com/embed/v0itmG80oLI,Drama,Mental Illness
Cloverfield,2008,https://www.youtube.com/embed/M1XEriXzNik,Horror,Mystery & Suspense,Romance
Cold Weather,2010,https://www.youtube.com/embed/zEggB8DvXP4,Mystery & Suspense
Colossal,2017,https://www.youtube.com/embed/RT2khohvjLE,Drama
The Crazies,2010,https://www.youtube.com/embed/J7w9uWFIMBs,Horror
Creep,2015,https://www.youtube.com/embed/Gp7tBypjwDo,Mystery & Suspense,Horror
Creep 2,2017,https://www.youtube.com/embed/838PE2pbzM4,Mystery & Suspense,Horror
Damsels in Distress,2012,https://www.youtube.com/embed/VL1UH3egBRE,Comedy
Days of Heaven,1978,https://www.youtube.com/embed/XVbg9xc7tGc,Romance
Devil in a Blue Dress,1995,https://www.youtube.com/embed/50EVm04iPLk,Mystery & Suspense
Diabolique,1955,https://www.youtube.com/embed/BzbGtjtfZwA,Mystery & Suspense
The Drop,2014,https://www.youtube.com/embed/Iy_ogNiryZ8,Drama
"Fast, Cheap & Out of Control",1997,https://www.youtube.com/embed/wFukiQOvDYs,Documentary
Frances Ha,2012,https://www.youtube.com/embed/YBn5dgXFMis,Comedy
The Founder,2016,https://www.youtube.com/embed/AX2uz2XYkbo,Drama
The Fundamentals of Caring,2016,https://www.youtube.com/embed/BSXn-lIs4Y0,Drama,Comedy
"Game Over, Man!",2018,https://www.youtube.com/embed/u7ZHi_dDSnQ,Comedy,Action
Ghost Dog,1999,https://www.youtube.com/embed/SzzO21mg8yA,Action
Ghost World,2001,https://www.youtube.com/embed/4WmCBRkWJ54,Comedy
Goon,2011,https://www.youtube.com/embed/0dEUXY3yhHU,Comedy,Sports
The Guilty,2018,https://www.youtube.com/embed/abaoKA6rn5k,Mystery & Suspense
Hancock,2008,https://www.youtube.com/embed/6iFcGNOWnA8,Action,Comedy
The Hunt,2013,https://www.youtube.com/embed/vK9cO7QN8Ak,Drama
Interstellar,2014,https://www.youtube.com/embed/2LqzF5WauAw,Sci-Fi,Drama
In the Bedroom,2001,https://www.youtube.com/embed/QDZA0v4sqhw,Drama,Tragedy
"Jeff, Who Lives at Home",2011,https://www.youtube.com/embed/kctOpTQtyUg,Comedy
Kick Ass,2010,https://www.youtube.com/embed/rFpWpkxsVI8,Action,Comedy
The Lady Vanishes,1938,https://www.youtube.com/embed/pTKfhyj2neg,Mystery & Suspense
Lars and the Real Girl,2007,https://www.youtube.com/embed/XNcs9DrKYRU,Comedy,Drama,Mental Illness
The Last Starfighter,1984,https://www.youtube.com/embed/4Q-Qs3loKoc,Sci-Fi,Action
Let the Right One In,2008,https://www.youtube.com/embed/ICp4g9p_rgo,Drama,Horror
The Lookout,2007,https://www.youtube.com/embed/Xq4GG046GWg,Mystery & Suspense,Action,Tragedy
Looper,2012,https://www.youtube.com/embed/2iQuhsmtfHw,Sci-Fi
Lord of the Flies,1963,https://www.youtube.com/embed/8w0ILjgHfhw,Drama
The Loved Ones,2009,https://www.youtube.com/embed/Cb5BFm4qIow,Horror
M,1931,https://www.youtube.com/embed/nsVproWjN6c,Mystery & Suspense
Manchester by the Sea,2016,https://www.youtube.com/embed/gsVoD0pTge0,Drama,Tragedy
Midnight Special,2016,https://www.youtube.com/embed/1zuQTmVCEn4,Sci-Fi,Drama
Molly's Game,2017,https://www.youtube.com/embed/Vu4UPet8Nyc,Drama
Mothman Prophecies,2002,https://www.youtube.com/embed/2rRgxupj684,Mystery & Suspense,Sci-Fi
Mr. Roosevelt,2017,https://www.youtube.com/embed/GMieh0zJ32g,Drama
